,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,h_per_l,year_sqrt,official_dealer
250,2014,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5,74.26420260095824,4056196,0
251,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,78.3567134268537,4056196,0
252,1983,10000,Diesel,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,3932289,0
253,2016,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,66.7083854818523,4064256,0
254,2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8,40.336808340016034,4052169,0
255,2017,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,67.17434869739479,4068289,0
256,2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5,63.53868194842408,4072324,0
257,2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4068289,0
258,2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5,62.36930860033727,4072324,0
259,2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,69.4235588972431,4064256,0
260,2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5,67.95069337442219,4044121,0
261,2012,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5,71.67919799498746,4048144,0
262,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5,60.42296072507553,4012009,0
263,2017,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,67.17434869739479,4068289,0
264,2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8,40.8981555733761,4028049,0
265,2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5,59.21474358974359,4044121,0
266,2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,43.189596167008894,4044121,0
267,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5,60.42296072507553,4008004,0
268,2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5,76.24135763670647,4052169,0
269,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5,67.23446893787575,4028049,0
270,2005,60000,Petrol,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4020025,0
271,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,58.16582914572864,4020025,0
272,2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5,66.23246492985972,4040100,0
273,2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7,71.12179487179488,4052169,0
274,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,60.09615384615385,4032064,0
275,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,43.189596167008894,4044121,0
276,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,67.23446893787575,4020025,0
277,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,48.60614724803431,4040100,0
278,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5,79.7724399494311,4068289,0
279,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4072324,0
280,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5,55.92654424040067,4064256,0
281,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5,66.65832290362953,4072324,0
282,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5,72.45409015025042,4048144,0
283,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5,61.560934891485815,4076361,0
284,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5,65.22029372496662,4048144,0
285,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5,49.16422287390029,4052169,0
286,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5,65.91478696741855,4036081,0
287,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5,57.35797399041752,4056196,0
288,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7,64.24965580541533,4048144,0
289,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7,40.8981555733761,4032064,0
290,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5,53.713327745180216,4044121,0
291,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5,82.08124652198109,4052169,0
292,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4,60.09615384615385,4048144,0
293,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,43.189596167008894,4052169,0
294,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,67.23446893787575,4020025,0
295,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5,59.294871794871796,4064256,0
296,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,66.7083854818523,4064256,0
297,2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5,105.28364849833149,4064256,0
298,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7,67.89352914180817,4060225,0
299,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5,67.18436873747494,4052169,1
300,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5,59.294871794871796,4072324,0
301,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5,73.97831526271894,4064256,1
302,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7,40.336808340016034,4052169,1
303,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4076361,1
304,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5,59.31149732620321,4068289,1
305,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5,68.33751044277359,4072324,0
306,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5,62.36930860033727,4068289,0
307,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5,74.02835696413678,4076361,1
308,2012,162000,Diesel,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4048144,0
309,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5,67.45964316057774,4036081,0
310,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,59.294871794871796,4060225,0
311,2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5,79.84829329962072,4056196,0
312,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5,71.15384615384615,4048144,0
313,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4064256,0
314,2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5,78.55711422845691,4072324,0
315,2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4068289,0
316,2020,35000,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,5,51.58862876254181,4080400,0
317,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,67.18436873747494,4056196,0
318,2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7,64.24965580541533,4064256,0
319,2010,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,67.23446893787575,4040100,0
320,2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4072324,0
321,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5,61.03678929765886,4052169,0
322,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5,52.67022696929239,4076361,0
323,2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5,63.53868194842408,4068289,0
324,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4040100,0
325,2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5,63.401785714285715,4060225,0
326,2015,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7,40.336808340016034,4060225,0
327,2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5,49.19354838709677,4052169,0
328,2017,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4068289,0
329,2008,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7,40.8981555733761,4032064,0
330,2011,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5,43.189596167008894,4044121,0
331,2009,40000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,46.482412060301506,4036081,0
332,2013,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,59.294871794871796,4052169,0
333,2015,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5,59.279038718291055,4060225,0
334,2011,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5,43.874058863791916,4044121,0
335,2004,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4,46.482412060301506,4016016,0
336,2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,59.294871794871796,4064256,0
337,2015,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5,68.38763575605681,4060225,0
338,2015,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5,48.64188706218727,4060225,0
339,2012,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7,63.34557136301056,4048144,0
340,2016,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,72.5752508361204,4064256,0
341,2014,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,67.17434869739479,4056196,0
342,2016,25000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5,76.24135763670647,4064256,0
343,2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,68.33751044277359,4076361,0
344,2018,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7,70.61037173015146,4072324,0
345,2018,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4072324,0
346,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5,63.56017191977078,4060225,0
347,2012,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,63.56017191977078,4048144,0
348,2015,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,24.613555291319855,4060225,0
349,2015,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5,57.35797399041752,4060225,0
350,2015,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5,69.43191311612364,4060225,0
351,2020,2136,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5,67.06706706706707,4080400,0
352,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7,40.336808340016034,4060225,0
353,2017,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5,59.294871794871796,4068289,0
354,2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5,74.22997946611909,4072324,0
355,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7,59.08653846153846,4064256,0
356,2017,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5,70.91346153846153,4068289,0
357,2015,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7,56.50570087189805,4060225,0
358,2016,147000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5,59.294871794871796,4064256,0
359,2015,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7,56.50570087189805,4060225,0
360,2011,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7,74.28427925665494,4044121,0
361,2011,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5,50.53380782918149,4044121,0
362,2016,35000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5,55.95993322203674,4064256,0
363,2010,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5,73.67716008037507,4040100,0
364,2014,21000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7,68.24471959213402,4056196,0
365,2013,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,5,60.08010680907877,4052169,0
366,2010,40000,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,5,49.8220640569395,4040100,0
367,2008,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5,62.66114180478821,4032064,0
368,2010,65000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5,66.23246492985972,4040100,0
369,2011,80000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,67.23446893787575,4044121,0
370,2015,119000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5,79.7724399494311,4060225,0
371,2016,80000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,70.91346153846153,4064256,0
372,2017,90000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5,59.294871794871796,4068289,0
373,2016,20000,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.4,5,76.30421118793213,4064256,0
374,2014,80000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5,59.294871794871796,4056196,0
375,2020,44665,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6,64.27378964941569,4080400,0
376,2019,10000,Diesel,Individual,Manual,First Owner,20.8,1493.0,113.4,5,75.95445411922304,4076361,0
377,2018,60000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5,68.38763575605681,4072324,0
378,2016,22000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5,72.45409015025042,4064256,0
379,2014,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4056196,0
380,2016,70000,Diesel,Individual,Manual,First Owner,27.62,793.0,47.0,5,59.26860025220681,4064256,0
381,2008,123000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5,66.10169491525423,4032064,0
382,2011,70000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5,64.83103879849811,4044121,0
383,2013,45000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5,49.16422287390029,4052169,0
384,2015,40000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,82.0,5,68.50459482038428,4060225,0
385,2019,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4076361,0
386,2007,90000,Petrol,Individual,Automatic,First Owner,12.9,1799.0,130.0,5,72.26236798221234,4028049,0
387,2016,34000,Petrol,Individual,Manual,Second Owner,17.5,1373.0,91.1,7,66.35105608157319,4064256,0
388,2017,25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,59.42211055276381,4068289,0
389,2013,50000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5,61.53846153846153,4052169,0
390,2017,90000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,70.05838198498749,4068289,0
391,2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5,61.53846153846153,4048144,0
392,2009,146000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.0,7,63.33180357962369,4036081,0
393,2012,85000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5,58.52842809364549,4048144,0
394,2016,30000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,59.294871794871796,4064256,0
395,2018,15000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,59.31089743589743,4072324,0
396,2011,90000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,67.23446893787575,4044121,0
397,2008,80000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4032064,0
398,2011,50000,Diesel,Individual,Manual,First Owner,17.2,1396.0,53.5,5,38.32378223495702,4044121,0
399,2012,80000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,8,24.97027348394768,4048144,0
400,2010,110000,Diesel,Individual,Manual,Second Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
401,2016,38000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4064256,0
402,2016,100000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,7,61.03678929765886,4064256,0
403,2012,30000,Petrol,Individual,Manual,First Owner,17.5,1197.0,85.8,5,71.67919799498746,4048144,0
404,2014,30000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5,71.67919799498746,4056196,0
405,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5,64.0533778148457,4060225,0
406,2016,30000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5,68.72393661384487,4064256,0
407,2009,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5,58.16582914572864,4036081,0
408,2018,14000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5,86.9120654396728,4072324,0
409,2015,22000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,78.3567134268537,4060225,0
410,2012,90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5,64.83103879849811,4048144,0
411,2018,20000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5,68.3625730994152,4072324,0
412,2014,15000,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7,49.8220640569395,4056196,0
413,2014,30000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5,69.21470342522973,4056196,0
414,2010,50000,Petrol,Individual,Manual,First Owner,18.9,1248.0,74.0,5,59.294871794871796,4040100,0
415,2007,110000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5,61.894108873974645,4028049,0
416,2015,80000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5,68.72393661384487,4060225,0
417,2008,50000,Diesel,Individual,Manual,Third Owner,18.9,1248.0,74.0,5,59.294871794871796,4032064,0
418,2015,110000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,74.35037720033529,4060225,0
419,2013,70000,Diesel,Individual,Manual,Second Owner,19.68,1399.0,67.0,5,47.89135096497498,4052169,0
420,2002,50000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,58.16582914572864,4008004,0
421,2013,190000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8,40.336808340016034,4052169,0
422,2010,100000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,24.97027348394768,4040100,0
423,2015,60000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,59.42211055276381,4060225,0
424,2009,90000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5,59.21474358974359,4036081,0
425,2017,32000,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4068289,0
426,2016,30000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7,62.25045372050817,4064256,0
427,2018,5000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,70.91346153846153,4072324,0
428,2018,32000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5,68.38763575605681,4072324,0
429,2016,30000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5,73.97831526271894,4064256,0
430,2017,43000,Petrol,Dealer,Manual,First Owner,15.4,1497.0,117.3,7,78.3567134268537,4068289,0
431,2012,60000,Petrol,Dealer,Manual,First Owner,17.7,1497.0,113.42,5,75.76486305945224,4048144,0
432,2015,50000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5,63.43906510851419,4060225,0
433,2018,14200,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5,72.5752508361204,4072324,0
434,2017,10000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5,67.81326781326783,4068289,0
435,2018,25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5,67.13391739674593,4072324,0
436,2018,19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5,79.29648241206031,4072324,0
437,2014,54000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5,66.06141522029372,4056196,0
438,2018,35000,Diesel,Individual,Manual,First Owner,22.71,1461.0,84.8,5,58.04243668720054,4072324,0
439,2018,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5,68.38763575605681,4072324,0
440,2016,52000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5,70.91346153846153,4064256,0
441,2011,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5,64.46991404011462,4044121,0
442,2013,120000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7,71.15384615384615,4052169,0
443,2010,90000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90.0,5,72.11538461538461,4040100,0
444,2013,75000,Diesel,Individual,Automatic,First Owner,22.32,1582.0,126.3,5,79.83565107458912,4052169,0
445,2011,97500,Petrol,Individual,Manual,First Owner,18.9,1248.0,0.0,5,59.294871794871796,4044121,0
446,2016,100000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7,60.090135202804206,4064256,0
447,2012,55735,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5,74.22997946611909,4048144,0
448,2014,80000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7,64.24965580541533,4056196,0
449,2016,50000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,5,59.42211055276381,4064256,0
